2.015010100000000000e+07,2.000000000000000000e+01
2.015010200000000000e+07,2.600000000000000000e+01
2.015010300000000000e+07,3.100000000000000000e+01
2.015010400000000000e+07,2.900000000000000000e+01
2.015010500000000000e+07,2.000000000000000000e+00
2.015010600000000000e+07,5.000000000000000000e+00
2.015010700000000000e+07,3.000000000000000000e+00
2.015010800000000000e+07,-2.000000000000000000e+00
2.015010900000000000e+07,8.000000000000000000e+00
2.015011000000000000e+07,5.000000000000000000e+00
2.015011100000000000e+07,2.600000000000000000e+01
2.015011200000000000e+07,2.300000000000000000e+01
2.015011300000000000e+07,1.700000000000000000e+01
2.015011400000000000e+07,1.100000000000000000e+01
2.015011500000000000e+07,2.200000000000000000e+01
2.015011600000000000e+07,2.800000000000000000e+01
2.015011700000000000e+07,3.400000000000000000e+01
2.015011800000000000e+07,3.700000000000000000e+01
2.015011900000000000e+07,3.200000000000000000e+01
2.015012000000000000e+07,3.400000000000000000e+01
2.015012100000000000e+07,3.100000000000000000e+01
2.015012200000000000e+07,3.000000000000000000e+01
2.015012300000000000e+07,3.000000000000000000e+01
2.015012400000000000e+07,3.300000000000000000e+01
2.015012500000000000e+07,3.100000000000000000e+01
2.015012600000000000e+07,2.300000000000000000e+01
2.015012700000000000e+07,2.700000000000000000e+01
2.015012800000000000e+07,2.600000000000000000e+01
2.015012900000000000e+07,3.300000000000000000e+01
2.015013000000000000e+07,2.700000000000000000e+01
2.015013100000000000e+07,2.700000000000000000e+01
2.015020100000000000e+07,2.900000000000000000e+01
2.015020200000000000e+07,1.500000000000000000e+01
2.015020300000000000e+07,1.300000000000000000e+01
2.015020400000000000e+07,2.100000000000000000e+01
2.015020500000000000e+07,7.000000000000000000e+00
2.015020600000000000e+07,1.700000000000000000e+01
2.015020700000000000e+07,2.900000000000000000e+01
2.015020800000000000e+07,3.600000000000000000e+01
2.015020900000000000e+07,2.600000000000000000e+01
2.015021000000000000e+07,2.500000000000000000e+01
2.015021100000000000e+07,3.100000000000000000e+01
2.015021200000000000e+07,1.600000000000000000e+01
2.015021300000000000e+07,1.100000000000000000e+01
2.015021400000000000e+07,1.900000000000000000e+01
2.015021500000000000e+07,4.000000000000000000e+00
2.015021600000000000e+07,1.200000000000000000e+01
2.015021700000000000e+07,1.700000000000000000e+01
2.015021800000000000e+07,7.000000000000000000e+00
2.015021900000000000e+07,-2.000000000000000000e+00
2.015022000000000000e+07,3.000000000000000000e+00
2.015022100000000000e+07,2.200000000000000000e+01
2.015022200000000000e+07,2.100000000000000000e+01
2.015022300000000000e+07,4.000000000000000000e+00
2.015022400000000000e+07,1.100000000000000000e+01
2.015022500000000000e+07,2.100000000000000000e+01
2.015022600000000000e+07,1.700000000000000000e+01
2.015022700000000000e+07,6.000000000000000000e+00
2.015022800000000000e+07,6.000000000000000000e+00
2.015030100000000000e+07,1.800000000000000000e+01
2.015030200000000000e+07,2.100000000000000000e+01
2.015030300000000000e+07,2.800000000000000000e+01
2.015030400000000000e+07,2.400000000000000000e+01
2.015030500000000000e+07,1.200000000000000000e+01
2.015030600000000000e+07,1.200000000000000000e+01
2.015030700000000000e+07,3.200000000000000000e+01
2.015030800000000000e+07,3.500000000000000000e+01
2.015030900000000000e+07,3.700000000000000000e+01
2.015031000000000000e+07,4.000000000000000000e+01
2.015031100000000000e+07,4.200000000000000000e+01
2.015031200000000000e+07,4.200000000000000000e+01
2.015031300000000000e+07,4.700000000000000000e+01
2.015031400000000000e+07,5.100000000000000000e+01
2.015031500000000000e+07,4.500000000000000000e+01
2.015031600000000000e+07,5.800000000000000000e+01
2.015031700000000000e+07,4.500000000000000000e+01
2.015031800000000000e+07,3.700000000000000000e+01
2.015031900000000000e+07,4.200000000000000000e+01
2.015032000000000000e+07,4.200000000000000000e+01
2.015032100000000000e+07,4.200000000000000000e+01
2.015032200000000000e+07,3.200000000000000000e+01
2.015032300000000000e+07,2.900000000000000000e+01
2.015032400000000000e+07,3.000000000000000000e+01
2.015032500000000000e+07,3.700000000000000000e+01
2.015032600000000000e+07,3.700000000000000000e+01
2.015032700000000000e+07,2.900000000000000000e+01
2.015032800000000000e+07,2.700000000000000000e+01
