STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,WT09,WT01,WT06,WT05,WT02,WT04,WT08,WT03
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150902,0.00,0.0,0.0,80,90,72,7.4,210,220,18.1,23.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150903,0.00,0.0,0.0,81,91,71,8.9,50,40,21.0,23.9,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150904,0.00,0.0,0.0,74,85,68,5.4,70,70,14.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150905,0.00,0.0,0.0,75,87,69,7.2,150,170,16.1,19.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150906,0.00,0.0,0.0,80,92,70,9.6,200,190,19.9,27.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150907,0.00,0.0,0.0,81,88,76,6.7,210,200,14.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150908,1.04,0.0,0.0,77,81,68,8.5,270,260,28.0,35.1,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150909,0.00,0.0,0.0,70,77,58,6.3,20,40,14.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150910,0.21,0.0,0.0,64,74,54,5.6,320,320,21.9,27.1,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150911,0.17,0.0,0.0,62,67,54,10.7,320,330,23.9,29.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150912,0.00,0.0,0.0,58,65,50,10.5,40,30,19.9,23.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150913,0.00,0.0,0.0,58,70,48,7.4,290,270,17.0,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150914,0.00,0.0,0.0,65,82,52,13.0,200,180,23.9,31.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150915,0.00,0.0,0.0,73,82,62,11.4,170,170,21.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150916,0.00,0.0,0.0,71,83,56,11.2,190,190,21.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150917,0.36,0.0,0.0,72,85,61,11.4,270,280,36.9,48.1,-9999,1,-9999,-9999,-9999,-9999,1,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150918,2.41,0.0,0.0,72,74,65,7.2,300,310,31.1,42.9,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150919,0.05,0.0,0.0,65,71,53,9.8,320,330,28.0,33.1,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150920,0.00,0.0,0.0,60,73,50,4.5,100,110,14.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150921,0.00,0.0,0.0,62,74,52,5.1,90,100,14.1,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150922,0.00,0.0,0.0,65,80,53,3.6,100,190,10.1,12.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150923,0.00,0.0,0.0,68,80,57,4.3,70,100,14.1,17.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150924,0.00,0.0,0.0,67,76,56,5.6,50,180,12.1,19.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150925,0.00,0.0,0.0,65,73,60,8.7,40,40,18.1,21.9,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150926,0.00,0.0,0.0,67,75,60,7.6,100,60,15.0,19.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150927,0.00,0.0,0.0,67,74,61,7.2,140,120,12.1,14.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150928,0.00,0.0,0.0,70,77,64,4.3,190,190,12.1,14.1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150929,0.40,0.0,0.0,64,68,55,14.5,20,20,29.1,34.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150930,0.00,0.0,0.0,57,61,52,15.4,20,20,25.1,33.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151001,0.00,0.0,0.0,55,59,52,18.1,40,40,28.0,36.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151002,0.00,0.0,0.0,55,60,51,19.0,50,50,25.1,38.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151003,0.01,0.0,0.0,52,54,48,17.0,50,60,25.1,36.9,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151004,0.00,0.0,0.0,52,57,50,11.4,50,60,17.0,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151005,0.00,0.0,0.0,57,60,55,6.9,50,40,10.1,19.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151006,0.00,0.0,0.0,60,71,55,4.9,140,110,12.1,19.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151007,0.00,0.0,0.0,62,71,54,7.4,50,50,15.0,19.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151008,0.05,0.0,0.0,62,77,50,8.3,220,200,21.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151009,0.00,0.0,0.0,60,64,47,10.5,340,350,19.9,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151010,0.00,0.0,0.0,53,65,42,5.8,220,250,15.0,19.9,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151011,0.00,0.0,0.0,62,79,51,12.8,200,200,23.0,29.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151012,0.00,0.0,0.0,67,75,53,15.4,280,280,31.1,40.9,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151013,0.00,0.0,0.0,56,63,47,11.6,290,310,23.0,30.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151014,0.00,0.0,0.0,52,63,42,8.1,290,290,17.0,21.0,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151015,0.00,0.0,0.0,55,69,46,11.2,320,280,33.1,44.1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151016,0.00,0.0,0.0,49,55,37,11.2,320,280,21.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151017,0.00,0.0,0.0,42,53,33,9.2,310,310,21.0,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151018,0.00,0.0,0.0,45,60,33,5.8,310,310,12.1,14.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151019,0.00,0.0,0.0,55,73,47,18.8,210,210,28.0,38.0,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151020,0.11,0.0,0.0,64,74,57,10.1,210,230,19.9,27.1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151021,0.01,0.0,0.0,63,75,52,10.7,230,210,21.9,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151022,0.00,0.0,0.0,60,62,51,7.2,30,60,13.0,19.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151023,0.16,0.0,0.0,55,64,52,11.6,130,120,18.1,23.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151024,0.30,0.0,0.0,62,66,46,14.3,270,270,25.9,36.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151025,0.00,0.0,0.0,51,62,41,4.0,330,330,13.0,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151026,0.00,0.0,0.0,49,61,37,5.8,110,70,14.1,18.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151027,0.49,0.0,0.0,53,56,50,13.4,110,110,25.9,32.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151028,0.33,0.0,0.0,53,56,37,15.0,280,270,31.1,42.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151029,0.00,0.0,0.0,41,47,36,15.4,270,250,28.0,36.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151030,0.00,0.0,0.0,45,56,36,6.7,180,180,15.0,18.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151031,0.77,0.0,0.0,47,52,45,11.4,270,270,21.9,28.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151101,0.00,0.0,0.0,53,63,44,10.3,250,250,19.9,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151102,0.00,0.0,0.0,58,72,47,10.5,210,220,21.9,29.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151103,0.00,0.0,0.0,58,70,44,6.3,180,170,17.0,21.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151104,0.00,0.0,0.0,58,71,48,8.3,200,200,18.1,23.0,-9999,1,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151105,0.00,0.0,0.0,64,70,59,16.1,200,190,31.1,40.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151106,0.16,0.0,0.0,56,65,41,14.8,270,260,30.0,38.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151107,0.00,0.0,0.0,44,53,35,9.6,290,270,21.9,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151108,0.00,0.0,0.0,41,52,28,4.3,210,210,13.0,16.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151109,0.00,0.0,0.0,42,56,29,2.2,90,50,10.1,13.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151110,0.00,0.0,0.0,45,56,32,3.8,230,240,10.1,12.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151111,0.42,0.0,0.0,48,63,36,14.3,170,150,36.0,46.1,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151112,0.00,0.0,0.0,48,56,42,23.5,250,240,36.0,50.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151113,0.00,0.0,0.0,42,47,32,15.2,290,280,31.1,42.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151114,0.00,0.0,0.0,39,57,25,8.5,200,210,21.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151115,0.00,0.0,0.0,53,64,44,10.3,220,230,19.9,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151116,0.12,0.0,0.0,52,57,43,12.1,180,180,23.9,29.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151117,0.63,0.0,0.0,51,61,47,17.7,170,170,28.0,35.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151118,0.20,0.0,0.0,58,62,47,20.8,190,200,38.0,49.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151119,0.00,0.0,0.0,45,47,35,18.8,250,240,33.1,46.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151120,0.28,0.0,4.2,36,40,31,8.5,280,60,17.0,23.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151121,1.16,5.1,7.0,32,33,18,12.1,340,330,29.1,36.0,1,1,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151122,0.00,7.1,0.0,19,27,7,8.9,180,180,18.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151123,0.00,7.1,0.0,28,37,25,9.2,250,240,14.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151124,0.00,5.1,0.0,32,41,21,6.7,140,140,14.1,16.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151125,0.00,3.9,0.0,38,52,29,15.0,190,190,25.9,35.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151126,0.42,0.0,0.0,52,60,48,15.7,210,210,23.9,33.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151127,0.84,0.0,0.0,45,56,34,15.7,20,30,25.1,31.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151128,0.00,0.0,0.0,35,38,30,10.1,20,40,17.0,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151129,0.00,0.0,0.0,33,41,25,7.6,50,70,14.1,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151130,0.26,0.0,0.0,40,44,38,10.7,120,120,23.0,28.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151201,0.18,0.0,0.0,42,43,37,10.5,240,230,21.0,29.1,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151202,0.21,0.0,1.3,35,38,31,8.5,310,310,17.0,21.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151203,0.00,0.0,0.0,33,35,30,10.7,260,240,17.0,21.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151204,0.00,0.0,0.0,37,47,32,8.5,230,230,17.0,21.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151205,0.00,0.0,0.0,36,46,29,7.8,170,200,13.0,18.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151206,0.00,0.0,0.0,36,47,27,5.1,140,140,12.1,14.1,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151207,0.00,0.0,0.0,34,39,27,6.9,180,180,18.1,23.0,-9999,1,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151208,0.00,0.0,0.0,40,47,38,11.0,190,200,18.1,21.9,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151209,0.00,0.0,0.0,46,52,40,8.3,250,240,16.1,19.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151210,0.00,0.0,0.0,48,57,41,17.0,250,250,35.1,44.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151211,0.00,0.0,0.0,46,51,41,7.6,250,250,17.0,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151212,0.00,0.0,0.0,50,57,47,3.4,70,60,10.1,17.0,-9999,1,-9999,-9999,1,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151213,0.85,0.0,0.0,55,61,48,13.6,190,160,28.0,35.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151214,0.39,0.0,0.0,55,61,42,15.9,220,210,35.1,48.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151215,0.00,0.0,0.0,41,43,39,9.8,150,150,18.1,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151216,0.12,0.0,0.0,43,53,35,16.3,260,250,25.9,36.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151217,0.00,0.0,0.0,33,35,28,14.3,260,280,23.9,33.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151218,0.00,0.0,0.2,28,32,24,13.2,290,290,29.1,36.0,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151219,0.00,0.0,0.0,23,30,15,11.4,280,280,21.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151220,0.03,0.0,0.0,34,50,23,16.3,200,200,28.0,36.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151221,0.67,0.0,0.0,46,52,41,11.6,210,190,23.0,30.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151222,0.02,0.0,0.0,39,41,35,8.9,150,150,21.0,23.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151223,0.49,0.0,0.0,47,59,40,17.2,250,250,38.9,53.0,-9999,1,-9999,-9999,1,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151224,0.00,0.0,0.0,42,42,34,11.6,260,260,31.1,40.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151225,0.00,0.0,0.0,38,44,32,8.1,50,40,17.0,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151226,0.21,0.0,0.0,39,42,37,10.1,100,30,23.0,27.1,-9999,1,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151227,0.14,0.0,0.0,38,40,35,17.2,20,20,25.1,35.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151228,1.47,0.0,1.9,33,39,31,19.0,60,70,31.1,42.1,-9999,1,1,-9999,-9999,1,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151229,0.00,1.2,0.0,33,39,29,11.4,230,240,21.0,27.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151230,0.09,1.2,1.1,29,29,27,8.7,260,270,15.0,18.1,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20151231,0.00,1.0,0.0,26,28,22,13.4,260,290,19.9,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
