STATION,STATION_NAME,DATE,PRCP,SNWD,SNOW,TAVG,TMAX,TMIN,AWND,WDF2,WDF5,WSF2,WSF5,WT09,WT01,WT06,WT05,WT02,WT04,WT08,WT03
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150427,0.00,0.0,0.0,46,55,38,10.1,40,30,19.9,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150428,0.00,0.0,0.0,46,58,35,4.9,70,50,16.1,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150429,0.00,0.0,0.0,50,61,38,7.2,60,60,17.0,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150430,0.00,0.0,0.0,46,51,38,11.4,20,30,21.0,27.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150501,0.00,0.0,0.0,50,67,38,5.8,100,100,14.1,16.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150502,0.00,0.0,0.0,62,76,50,6.7,220,210,16.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150503,0.42,0.0,0.0,67,78,55,9.8,310,200,21.9,28.0,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150504,0.00,0.0,0.0,65,74,55,8.5,250,240,18.1,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150505,0.95,0.0,0.0,52,56,47,9.2,80,60,15.0,19.0,-9999,1,-9999,-9999,1,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150506,0.00,0.0,0.0,56,77,46,5.8,50,50,13.0,15.0,-9999,1,-9999,-9999,1,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150507,0.04,0.0,0.0,67,83,52,11.4,200,190,29.1,36.9,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150508,0.75,0.0,0.0,71,81,63,8.5,200,190,31.1,42.1,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150509,0.29,0.0,0.0,60,64,47,8.9,40,30,17.0,23.0,-9999,1,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150510,0.14,0.0,0.0,49,54,45,9.4,20,30,17.0,21.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150511,0.22,0.0,0.0,56,68,47,13.2,280,270,28.0,36.9,-9999,1,-9999,-9999,1,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150512,0.00,0.0,0.0,52,56,44,16.8,270,270,28.0,38.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150513,0.00,0.0,0.0,48,52,40,9.6,50,60,16.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150514,0.24,0.0,0.0,52,66,43,10.5,140,170,21.0,25.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150515,0.00,0.0,0.0,63,76,57,7.8,260,170,17.0,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150516,0.03,0.0,0.0,69,79,62,7.8,170,150,16.1,19.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150517,0.00,0.0,0.0,72,82,66,15.9,190,160,28.0,36.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150518,0.00,0.0,0.0,72,77,49,15.4,270,240,25.9,35.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150519,0.00,0.0,0.0,50,53,40,10.5,310,310,18.1,23.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150520,0.04,0.0,0.0,44,48,39,8.3,20,20,17.0,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150521,0.00,0.0,0.0,52,69,45,9.8,290,320,18.1,25.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150522,0.00,0.0,0.0,59,66,47,8.5,350,340,16.1,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150523,0.00,0.0,0.0,62,80,46,7.6,190,180,19.9,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150524,0.36,0.0,0.0,66,72,59,7.4,90,170,15.0,21.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150525,0.07,0.0,0.0,70,78,65,15.2,200,220,25.9,36.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150526,0.50,0.0,0.0,71,74,64,12.8,200,200,31.1,42.9,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150527,0.00,0.0,0.0,68,74,59,10.7,280,290,23.0,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150528,0.00,0.0,0.0,69,82,54,6.0,90,90,16.1,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150529,0.20,0.0,0.0,72,81,63,9.8,220,220,25.1,38.9,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150530,0.41,0.0,0.0,64,71,44,14.3,20,20,29.1,38.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150531,0.00,0.0,0.0,47,55,42,16.1,20,30,25.9,33.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150601,0.00,0.0,0.0,51,60,44,9.4,50,40,17.0,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150602,0.00,0.0,0.0,56,70,42,5.4,110,120,15.0,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150603,0.00,0.0,0.0,62,77,50,6.9,130,180,15.0,21.0,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150604,0.00,0.0,0.0,68,81,57,7.4,190,190,14.1,19.0,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150605,0.00,0.0,0.0,65,70,55,14.8,10,20,25.1,29.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150606,0.00,0.0,0.0,60,71,52,8.3,40,60,14.1,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150607,0.36,0.0,0.0,66,81,55,12.1,210,180,21.0,29.1,-9999,1,-9999,-9999,-9999,-9999,1,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150608,0.04,0.0,0.0,73,84,61,11.4,340,340,28.0,35.1,-9999,-9999,-9999,1,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150609,0.00,0.0,0.0,70,85,60,8.7,230,210,15.0,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150610,0.00,0.0,0.0,80,92,68,11.4,250,250,23.0,31.1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150611,0.27,0.0,0.0,69,72,58,8.3,40,30,19.9,23.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150612,0.13,0.0,0.0,62,67,56,8.3,30,20,16.1,19.9,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150613,0.40,0.0,0.0,66,86,56,6.7,130,150,17.0,23.0,-9999,1,-9999,-9999,-9999,-9999,1,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150614,0.60,0.0,0.0,73,83,68,6.9,260,230,17.0,23.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150615,2.56,0.0,0.0,75,80,68,5.6,350,340,18.1,25.1,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150616,0.00,0.0,0.0,69,72,56,10.3,20,-9999,14.1,-9999,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150617,0.14,0.0,0.0,61,72,56,4.7,190,360,8.9,11.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150618,0.27,0.0,0.0,72,79,58,10.3,10,10,21.0,25.9,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150619,0.00,0.0,0.0,61,67,54,10.3,40,40,16.1,23.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150620,0.31,0.0,0.0,63,78,53,7.2,160,160,25.1,31.1,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150621,0.00,0.0,0.0,74,84,67,8.3,270,260,16.1,21.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150622,0.09,0.0,0.0,75,83,66,10.5,200,200,28.0,35.1,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150623,0.00,0.0,0.0,75,82,63,9.8,330,330,21.9,29.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150624,0.00,0.0,0.0,70,79,60,4.9,270,250,15.0,18.1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150625,1.01,0.0,0.0,71,79,61,7.2,360,350,15.0,21.0,-9999,1,-9999,-9999,-9999,-9999,1,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150626,0.13,0.0,0.0,63,67,58,9.4,40,40,16.1,21.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150627,0.00,0.0,0.0,64,76,56,8.9,40,40,19.9,23.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150628,0.02,0.0,0.0,67,79,54,3.8,180,180,14.1,19.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150629,0.62,0.0,0.0,68,75,64,4.0,80,90,13.0,16.1,-9999,1,-9999,-9999,-9999,-9999,1,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150630,0.17,0.0,0.0,68,77,57,8.5,40,340,17.0,23.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150701,0.00,0.0,0.0,61,69,54,7.4,60,30,14.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150702,0.00,0.0,0.0,59,69,53,9.4,40,50,17.0,21.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150703,0.00,0.0,0.0,64,77,55,4.5,60,60,12.1,14.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150704,0.00,0.0,0.0,70,81,59,4.5,70,260,10.1,15.0,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150705,0.00,0.0,0.0,72,83,60,5.1,180,210,13.0,17.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150706,0.49,0.0,0.0,74,85,64,9.6,280,270,25.9,32.0,-9999,1,-9999,-9999,-9999,-9999,1,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150707,0.27,0.0,0.0,67,71,55,14.3,30,20,25.1,32.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150708,0.07,0.0,0.0,60,67,54,7.6,70,30,13.0,17.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150709,0.00,0.0,0.0,64,77,58,7.2,20,10,14.1,16.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150710,0.00,0.0,0.0,69,83,59,3.8,100,80,12.1,15.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150711,0.03,0.0,0.0,70,78,61,5.1,140,190,13.0,18.1,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150712,0.00,0.0,0.0,74,83,69,6.3,130,130,14.1,18.1,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150713,0.42,0.0,0.0,76,86,68,9.6,320,320,32.0,40.0,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150714,0.00,0.0,0.0,76,83,61,12.5,10,10,23.9,36.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150715,0.00,0.0,0.0,66,75,59,8.5,20,10,16.1,19.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150716,0.97,0.0,0.0,66,75,58,7.6,150,150,21.0,25.9,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150717,0.06,0.0,0.0,77,92,71,8.1,290,260,23.0,33.1,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150718,0.54,0.0,0.0,79,89,73,8.3,150,30,23.0,30.0,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150719,0.00,0.0,0.0,79,85,65,8.3,300,320,21.0,27.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150720,0.00,0.0,0.0,74,85,63,8.5,260,250,17.0,21.9,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150721,0.00,0.0,0.0,75,82,65,8.5,340,330,18.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150722,0.00,0.0,0.0,74,83,64,4.9,100,90,12.1,14.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150723,0.00,0.0,0.0,74,85,63,4.0,100,40,12.1,16.1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150724,0.00,0.0,0.0,75,84,64,6.7,200,210,18.1,25.9,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150725,0.00,0.0,0.0,80,91,69,7.8,60,70,16.1,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150726,0.00,0.0,0.0,75,80,64,4.9,70,40,12.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150727,0.00,0.0,0.0,77,88,67,8.5,110,110,17.0,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150728,0.00,0.0,0.0,79,91,67,5.8,140,130,17.0,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150729,0.00,0.0,0.0,81,88,70,11.0,330,280,21.0,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150730,0.00,0.0,0.0,77,88,65,11.6,300,320,23.0,28.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150731,0.00,0.0,0.0,78,87,67,12.3,320,320,25.9,34.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150801,0.00,0.0,0.0,76,87,64,11.0,250,260,21.9,30.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150802,0.53,0.0,0.0,80,91,67,13.9,260,270,36.9,52.1,-9999,-9999,-9999,1,-9999,-9999,1,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150803,0.00,0.0,0.0,76,82,67,9.8,310,320,19.9,25.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150804,0.00,0.0,0.0,72,82,61,7.6,290,290,18.1,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150805,0.00,0.0,0.0,73,82,61,6.0,70,60,16.1,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150806,0.00,0.0,0.0,73,83,64,7.2,70,100,14.1,18.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150807,0.00,0.0,0.0,73,83,63,8.5,190,160,18.1,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150808,0.00,0.0,0.0,75,82,68,7.2,330,330,17.0,19.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150809,0.00,0.0,0.0,72,80,67,4.7,180,170,14.1,18.1,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150810,0.02,0.0,0.0,75,84,68,6.0,10,10,23.0,28.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150811,0.00,0.0,0.0,73,82,65,6.7,40,60,18.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150812,0.00,0.0,0.0,71,81,61,4.9,50,60,14.1,17.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150813,0.00,0.0,0.0,74,85,65,9.8,240,250,18.1,25.9,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150814,0.21,0.0,0.0,78,90,67,9.8,350,320,29.1,40.0,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150815,0.14,0.0,0.0,77,92,67,5.4,180,300,18.1,21.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150816,0.00,0.0,0.0,79,89,71,6.7,200,200,17.0,23.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150817,0.12,0.0,0.0,79,88,68,7.2,180,190,23.0,30.0,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150818,0.40,0.0,0.0,74,83,67,8.7,180,180,25.9,32.0,-9999,1,-9999,-9999,-9999,-9999,-9999,1
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150819,0.00,0.0,0.0,72,75,62,13.4,220,250,21.9,31.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150820,0.00,0.0,0.0,65,74,59,13.9,280,290,25.9,35.1,-9999,-9999,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150821,0.00,0.0,0.0,69,82,55,8.1,180,190,17.0,23.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150822,0.00,0.0,0.0,72,81,60,10.5,180,160,21.9,30.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150823,0.00,0.0,0.0,71,77,61,11.4,280,290,23.9,34.0,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150824,0.00,0.0,0.0,65,75,55,14.1,260,250,29.1,36.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150825,0.00,0.0,0.0,63,72,59,8.5,330,310,16.1,19.9,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150826,0.00,0.0,0.0,62,67,56,6.3,340,340,12.1,14.1,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150827,0.00,0.0,0.0,63,76,51,4.3,110,110,16.1,21.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150828,0.00,0.0,0.0,65,72,56,5.1,100,240,12.1,14.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150829,0.74,0.0,0.0,68,70,63,6.0,30,130,13.0,16.1,-9999,1,-9999,-9999,-9999,-9999,-9999,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150830,0.00,0.0,0.0,68,77,62,4.0,100,70,8.9,15.0,-9999,1,-9999,-9999,-9999,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150831,0.00,0.0,0.0,71,85,60,2.7,230,210,13.0,18.1,-9999,1,-9999,-9999,1,-9999,1,-9999
GHCND:USW00094846,CHICAGO OHARE INTERNATIONAL AIRPORT IL US,20150901,0.00,0.0,0.0,78,88,68,6.7,210,200,16.1,21.9,-9999,1,-9999,-9999,-9999,-9999,1,-9999
